Town,List Year,Sale Amount,Assessed Value,Sales Ratio,Property Type,Estimated NOI,Cap Rate,SqFt,Price per SqFt
West Hartford,2018,210000.0,146160.0,0.696,Condo,14700.000000000002,0.07289278530358297,1850,113.51351351351352
Fairfield,2004,565000.0,202580.0,0.358548673,,39550.00000000001,0.07751925027527141,1538,367.36020806241874
Mansfield,2002,350000.0,234080.0,0.6688,,24500.000000000004,0.08977302212908927,2953,118.52353538774128
Southbury,2004,404000.0,221090.0,0.547252475,,28280.000000000004,0.06777145212905628,2956,136.67117726657645
Oxford,2004,227500.0,91040.0,0.400175824,,15925.000000000002,0.07433419388648985,1326,171.5686274509804
Canton,2020,195000.0,106040.0,0.5437,Residential,13650.000000000002,0.0945987198502938,2245,86.8596881959911
Middletown,2019,468000.0,326520.0,0.6977,Single Family,32760.000000000004,0.059781162244029865,823,568.6512758201701
New Britain,2021,170000.0,77560.0,0.4562,Residential,11900.000000000002,0.06358456782482143,2485,68.41046277665995
Clinton,2014,110000.0,115300.0,1.048181818,Single Family,7700.000000000001,0.05358489739021714,1711,64.28988895382817
Sherman,2017,183000.0,105500.0,0.5765,Single Family,12810.000000000002,0.060517765078203375,1811,101.04914411927112
Stratford,2022,330000.0,117460.0,0.3559,Residential,23100.000000000004,0.07195316473356077,1125,293.3333333333333
Meriden,2016,345000.0,506030.0,1.466753623,,24150.000000000004,0.07877033718425464,2673,129.06846240179573
Bridgeport,2022,399000.0,184490.0,0.4623,Residential,27930.000000000004,0.07660462348276126,1336,298.65269461077844
Windsor,2010,277500.0,176400.0,0.635675676,Single Family,19425.000000000004,0.05424625296414491,1198,231.63606010016696
Canton,2009,215000.0,178120.0,0.828465116,Single Family,15050.000000000002,0.05231198732476002,931,230.9344790547798
Southington,2002,250000.0,140630.0,0.56252,,17500.0,0.04446856958821159,1928,129.66804979253112
Norwalk,2014,480000.0,435870.0,0.9080625,Single Family,33600.0,0.07585859436526862,2354,203.90824129141888
Mansfield,2022,325000.0,167900.0,0.5166,Residential,22750.000000000004,0.08276853527062435,1167,278.49185946872325
Hartford,2003,40000.0,9870.0,0.24675,,2800.0000000000005,0.05756327475497505,1351,29.607698001480387
Bridgeport,2005,299000.0,118300.0,0.395652174,,20930.000000000004,0.05312732378368998,1723,173.53453279164248
Oxford,2003,200000.0,149320.0,0.7466,,14000.000000000002,0.06180788635517562,1419,140.94432699083862
Greenwich,2007,330000.0,1022560.0,3.098666667,Single Family,23100.000000000004,0.0818835184966715,1478,223.2746955345061
Weston,2012,500000.0,598600.0,1.1972,Single Family,35000.0,0.05869364122757222,2675,186.9158878504673
Brookfield,2022,650000.0,339580.0,0.5224,Residential,45500.00000000001,0.05949604355921782,2166,300.0923361034164
New London,2001,22500.0,21210.0,0.942666667,,1575.0000000000002,0.08755701654766965,1710,13.157894736842104
Avon,2011,334000.0,295820.0,0.885688623,Condo,23380.000000000004,0.07172041071576313,2339,142.7960666951689
Madison,2009,362000.0,279000.0,0.770718232,Single Family,25340.000000000004,0.08831791625133711,2122,170.5937794533459
Waterbury,2004,149000.0,60130.0,0.403557047,,10430.000000000002,0.07187332856100982,2698,55.226093402520384
Norwich,2006,162000.0,102000.0,0.62962963,Single Family,11340.000000000002,0.08593162611134485,1647,98.36065573770492
Bristol,2001,154500.0,24850.0,0.160841424,,10815.000000000002,0.0662591875801328,1009,153.12190287413281
Washington,2002,320000.0,106800.0,0.33375,,22400.000000000004,0.0711804672873618,2445,130.879345603272
Newington,2008,230000.0,143170.0,0.622478261,Single Family,16100.000000000002,0.06784652039867398,1670,137.7245508982036
Avon,2002,771463.0,395650.0,0.512856741,,54002.41,0.07983984582368063,1178,654.8921901528014
Hartford,2004,265000.0,107520.0,0.405735849,,18550.0,0.08018563165818393,1203,220.28262676641728
Brookfield,2002,149000.0,73960.0,0.496375839,,10430.000000000002,0.06955543637055944,2854,52.20742817098809
Brookfield,2004,530000.0,276300.0,0.521320755,,37100.0,0.07242463186850419,1056,501.8939393939394
Woodbury,2022,155000.0,60200.0,0.3883,Residential,10850.000000000002,0.06856120923762987,2296,67.50871080139373
New Canaan,2015,5067250.0,3473680.0,0.685515812,Single Family,354707.50000000006,0.08019749757655754,2801,1809.0860406997501
Mansfield,2021,518000.0,245600.0,0.4741,Residential,36260.0,0.07052314053217575,1737,298.2153137593552
Monroe,2006,385000.0,187810.0,0.487818182,Single Family,26950.000000000004,0.05096303106049237,1245,309.23694779116465
Bridgeport,2005,493000.0,168980.0,0.342758621,,34510.0,0.06164974933973488,1170,421.36752136752136
Shelton,2004,395000.0,151270.0,0.382962025,,27650.000000000004,0.08486982206478891,873,452.46277205040093
Fairfield,2002,232500.0,105700.0,0.454623656,,16275.000000000002,0.0701332810098361,1345,172.8624535315985
Rocky Hill,2009,343000.0,93520.0,0.272653061,Condo,24010.000000000004,0.07232928319754786,2098,163.48903717826502
Fairfield,2003,450000.0,210910.0,0.468688889,,31500.000000000004,0.07473964796230984,2337,192.55455712451862
Cheshire,2016,220000.0,183120.0,0.832363636,Single Family,15400.000000000002,0.06493092816996342,2970,74.07407407407408
Trumbull,2020,470000.0,222250.0,0.47287234,Residential,32900.0,0.07079997615389702,2021,232.5581395348837
Fairfield,2019,498000.0,371980.0,0.7469,Single Family,34860.0,0.05774948117278036,1985,250.8816120906801
South Windsor,2020,306000.0,161700.0,0.5284,Residential,21420.000000000004,0.07811084613452465,2712,112.83185840707965
Stratford,2005,194000.0,137410.0,0.708298969,,13580.000000000002,0.05974845218846712,2232,86.91756272401433
Canton,2004,570000.0,101500.0,0.178070175,,39900.00000000001,0.07767341702373773,2465,231.23732251521298
Waterbury,2011,52000.0,96740.0,1.860384615,Single Family,3640.0000000000005,0.055157967339965405,1855,28.032345013477087
Stratford,2015,385000.0,217560.0,0.565090909,Single Family,26950.000000000004,0.08572039211639157,1634,235.61811505507956
Waterbury,2003,125000.0,59430.0,0.47544,,8750.0,0.08158775293950597,1414,88.4016973125884
Bridgeport,2013,7000.0,3931360.0,561.6228571,Single Family,490.00000000000006,0.06310632436046017,2813,2.4884464984002843
Hartford,2002,130000.0,51590.0,0.396846154,,9100.0,0.08050626693665061,2005,64.83790523690773
Simsbury,2003,130000.0,62580.0,0.481384615,,9100.0,0.05667447019374508,1398,92.98998569384835
Portland,2002,157000.0,78120.0,0.497579618,,10990.000000000002,0.06719006369513057,2772,56.63780663780664
Hartford,2003,10000.0,11620.0,1.162,,700.0000000000001,0.07588647006077565,1101,9.082652134423252
New Haven,2005,240000.0,114870.0,0.478625,,16800.0,0.06702137544881694,2332,102.91595197255575
Portland,2014,218750.0,226940.0,1.03744,Single Family,15312.500000000002,0.08425250108833959,1566,139.68710089399744
Stamford,2020,785000.0,441560.0,0.5624,Residential,54950.00000000001,0.08189854203828104,1717,457.19277810133957
Manchester,2008,175000.0,127800.0,0.730285714,Single Family,12250.000000000002,0.07333572486921955,2387,73.31378299120234
New Milford,2002,251000.0,133840.0,0.533227092,,17570.0,0.0675138265061526,2455,102.24032586558044
Middletown,2006,238000.0,121950.0,0.512394958,Single Family,16660.0,0.06668790285493581,1865,127.61394101876675
Derby,2018,252000.0,167300.0,0.6638,Single Family,17640.0,0.08118529086321283,1306,192.95558958652373
Salisbury,2019,2200000.0,1274270.0,0.5792,Single Family,154000.00000000003,0.0574954929893385,1344,1636.904761904762
Milford,2003,346000.0,160930.0,0.465115607,,24220.000000000004,0.0705774142778581,1705,202.9325513196481
Cheshire,2006,440000.0,230750.0,0.524431818,Single Family,30800.000000000004,0.057801098377142944,2125,207.05882352941177
West Hartford,2005,220000.0,76030.0,0.345590909,,15400.000000000002,0.057382244326626204,2370,92.82700421940929
Bridgeport,2012,85000.0,154470.0,1.817294118,Single Family,5950.000000000001,0.06004925241439786,1613,52.696838189708615
Guilford,2018,240000.0,165720.0,0.6905,Condo,16800.0,0.0710645835839466,2842,84.44757213230119
Waterford,2019,329900.0,242090.0,0.7338,Single Family,23093.000000000004,0.07236059754407553,2576,128.0667701863354
Weston,2016,975000.0,576000.0,0.590769231,Single Family,68250.0,0.05976785513104778,1748,557.7803203661327
Brookfield,2002,65000.0,44560.0,0.685538462,,4550.0,0.08051654662747319,835,77.8443113772455
East Hartford,2019,3500.0,9670.0,2.7629,Condo,245.00000000000003,0.06350696427715675,1432,2.4441340782122905
Stamford,2022,685000.0,400505.0,0.5846,Residential,47950.00000000001,0.0680497735541783,2325,294.6236559139785
New Britain,2010,61000.0,121100.0,1.985245902,Two Family,4270.0,0.06842842829458257,2383,25.59798573227025
Manchester,2003,63000.0,20900.0,0.331746032,,4410.0,0.07113739608791753,2080,30.28846153846154
Fairfield,2002,355000.0,206010.0,0.580309859,,24850.000000000004,0.0675996607018978,2928,121.2431693989071
Old Saybrook,2006,1700000.0,665300.0,0.391352941,,119000.00000000001,0.05147012021641205,2239,759.2675301473872
Willington,2016,318000.0,239180.0,0.752138365,Single Family,22260.000000000004,0.06604493359619779,1363,233.30887747615554
Bridgeport,2021,345000.0,120990.0,0.3506,Residential,24150.000000000004,0.07664019988572082,2046,168.6217008797654
Waterbury,2005,147000.0,55510.0,0.377619048,,10290.000000000002,0.05211611712437732,2688,54.6875
South Windsor,2021,111250.0,52400.0,0.471011236,Industrial,7787.500000000001,0.09059978992789705,1362,81.6813509544787
Stratford,2006,350000.0,217070.0,0.6202,Single Family,24500.000000000004,0.06770988321967943,2955,118.44331641285956
Burlington,2018,245000.0,226100.0,0.9228,Single Family,17150.0,0.07708201805458784,2513,97.49303621169916
Torrington,2001,188000.0,100400.0,0.534042553,,13160.000000000002,0.07390506407883332,2928,64.20765027322405
Stamford,2005,920000.0,316540.0,0.344065217,,64400.00000000001,0.05699559867767528,1524,603.6745406824147
Shelton,2002,312500.0,142240.0,0.455168,,21875.000000000004,0.06849883279623975,1905,164.04199475065616
Salisbury,2002,177500.0,99390.0,0.559943662,,12425.000000000002,0.07717241296622794,862,205.91647331786544
Cheshire,2012,730000.0,35781.0,0.049015068,Single Family,51100.00000000001,0.06742882516566476,2097,348.1163567000477
Cheshire,2005,182500.0,107600.0,0.589589041,,12775.000000000002,0.07931419166510378,2878,63.41209173036831
Waterbury,2003,53000.0,64190.0,1.211132075,,3710.0000000000005,0.07222977546761158,821,64.55542021924482
Milford,2018,201000.0,200070.0,0.9953,Single Family,14070.000000000002,0.06002470012916701,966,208.07453416149067
Hartford,2012,192500.0,49494.0,0.257111688,Condo,13475.000000000002,0.08426072744887206,1028,187.2568093385214
Waterbury,2004,125000.0,58310.0,0.46648,,8750.0,0.06625664813738619,1535,81.43322475570032
Fairfield,2012,713600.0,415380.0,0.582090807,Single Family,49952.00000000001,0.07799660594356339,1475,483.79661016949154
Cromwell,2001,170000.0,82040.0,0.482588235,,11900.000000000002,0.06480740940446691,1367,124.35991221653255
Southbury,2009,284500.0,255160.0,0.896871705,Single Family,19915.000000000004,0.07641344015668468,2897,98.20503969623749
South Windsor,2015,164900.0,125400.0,0.760460885,Single Family,11543.000000000002,0.0774106269491809,1465,112.55972696245733
Burlington,2019,225000.0,247100.0,1.0982,Single Family,15750.000000000002,0.07401240748599638,2520,89.28571428571429
Guilford,2001,449900.0,130920.0,0.290998,,31493.000000000004,0.0858457447911801,1140,394.64912280701753
New Haven,2003,135000.0,51030.0,0.378,,9450.0,0.06166886373127605,1384,97.54335260115607
Glastonbury,2009,267000.0,286300.0,1.072284644,Single Family,18690.0,0.06222719623592073,2816,94.8153409090909
Ridgefield,2016,352250.0,135200.0,0.3838,Single Family,24657.500000000004,0.0685122218887386,1053,334.5204178537512
Bethel,2001,290000.0,121600.0,0.419310345,,20300.000000000004,0.07143681047127046,1028,282.1011673151751
Mansfield,2017,152500.0,100400.0,0.6583,Single Family,10675.000000000002,0.06161015917083297,1268,120.26813880126183
East Hampton,2013,100000.0,2670.0,0.0267,,7000.000000000001,0.06518386563409301,1819,54.97526113249038
New Haven,2011,105000.0,57400.0,0.546666667,Two Family,7350.000000000001,0.07276940699908592,2982,35.2112676056338
Middletown,2020,156000.0,39220.0,0.251410256,Residential,10920.000000000002,0.06678834698509592,1897,82.23510806536636
Essex,2001,226000.0,104410.0,0.46199115,,15820.000000000002,0.05802746161524828,1817,124.38084755090809
Thompson,2018,109000.0,75500.0,0.6926,,7630.000000000001,0.07466842604370233,1847,59.01461829994586
New Haven,2018,102000.0,60620.0,0.5943,Single Family,7140.000000000001,0.07320793749054985,940,108.51063829787235
Bethel,2015,353280.0,160790.0,0.455134737,Condo,24729.600000000002,0.07648985971057237,1497,235.99198396793588
Lyme,2014,2000000.0,1216800.0,0.6084,Single Family,140000.0,0.06838981391305282,2805,713.0124777183601
Old Saybrook,2002,205000.0,100600.0,0.490731707,,14350.000000000002,0.0677695084931049,2453,83.57113738279658
Ridgefield,2003,630000.0,272580.0,0.432666667,,44100.00000000001,0.06738344410002081,2529,249.1103202846975
Portland,2015,60909.0,98630.0,1.619300924,Single Family,4263.63,0.05908863256192285,1134,53.71164021164021
Bridgeport,2014,109900.0,132280.0,1.203639672,Two Family,7693.000000000001,0.07828143718871464,2783,39.489759252605104
Middletown,2011,150000.0,139290.0,0.9286,Condo,10500.000000000002,0.07466389370527503,1048,143.12977099236642
Vernon,2018,87000.0,62340.0,0.7165,Condo,6090.000000000001,0.06458007294840896,1911,45.52590266875981
Wallingford,2003,260000.0,125900.0,0.484230769,,18200.0,0.07296298554858419,1400,185.71428571428572
Naugatuck,2020,190000.0,91770.0,0.483,Residential,13300.000000000002,0.06908215710371915,2534,74.9802683504341
East Hampton,2018,212500.0,148620.0,0.6993,Single Family,14875.000000000002,0.08266706493923198,804,264.30348258706465
Norwich,2001,36000.0,25500.0,0.708333333,,2520.0000000000005,0.06445558651845368,1457,24.708304735758407
Danbury,2016,189900.0,136000.0,0.716166403,Condo,13293.000000000002,0.06609549095343836,1974,96.20060790273556
Hamden,2021,324900.0,184310.0,0.5672,Residential,22743.000000000004,0.061443220114442684,2378,136.62741799831792
Madison,2004,820000.0,483400.0,0.589512195,,57400.00000000001,0.07519056915161346,1104,742.7536231884058
North Haven,2022,485000.0,211890.0,0.4368,Residential,33950.0,0.07199928876355347,1559,311.0968569595895
New Haven,2003,96000.0,77210.0,0.804270833,,6720.000000000001,0.06138286358117674,804,119.40298507462687
Berlin,2016,236000.0,135300.0,0.573305085,Single Family,16520.0,0.060395755158549766,2492,94.70304975922953
Simsbury,2003,152000.0,70910.0,0.466513158,,10640.000000000002,0.05116237145892119,846,179.66903073286053
Bridgeport,2007,368200.0,135240.0,0.36730038,,25774.000000000004,0.06425832385290069,1988,185.2112676056338
Waterford,2011,1000000.0,1031160.0,1.03116,,70000.0,0.06595245603162994,1213,824.4023083264633
West Hartford,2014,172500.0,122290.0,0.708927536,Single Family,12075.000000000002,0.04996162253310555,2224,77.56294964028777
Wallingford,2018,264000.0,147400.0,0.5583,Single Family,18480.0,0.07170435639530953,1442,183.07905686546462
New Britain,2020,59900.0,23310.0,0.3891,Residential,4193.0,0.07091485896280057,1827,32.785987958401755
Fairfield,2018,660000.0,508480.0,0.7704,Single Family,46200.00000000001,0.0789610163266977,1410,468.0851063829787
North Stonington,2021,555000.0,189770.0,0.3419,Residential,38850.00000000001,0.08263004356356185,895,620.1117318435754
Shelton,2022,479000.0,346290.0,0.7229,Residential,33530.0,0.07368566740413943,2642,181.30204390613173
Shelton,2020,364000.0,213290.0,0.5859,Residential,25480.000000000004,0.06944077914685982,1794,202.8985507246377
Roxbury,2004,370000.0,187790.0,0.507540541,,25900.000000000004,0.052716889092348555,2629,140.7379231647014
Oxford,2003,455000.0,134010.0,0.294527473,,31850.000000000004,0.0759147888479288,2574,176.76767676767676
Waterbury,2008,79500.0,106090.0,1.334465409,Single Family,5565.000000000001,0.06597114756263653,2555,31.11545988258317
Danbury,2020,250000.0,117800.0,0.4712,Residential,17500.0,0.06165170089453327,1843,135.6483993488877
Glastonbury,2020,153700.0,111300.0,0.7241,Vacant Land,10759.000000000002,0.06776333428196557,2055,74.79318734793188
Bridgeport,2006,319000.0,107660.0,0.337492163,Two Family,22330.000000000004,0.053132676025111035,942,338.64118895966027
Southington,2021,240000.0,129890.0,0.5412,Residential,16800.0,0.07979849512481434,1057,227.0577105014191
Waterbury,2016,145000.0,79160.0,0.545931034,Single Family,10150.000000000002,0.06729549496472932,2219,65.34474988733663
Meriden,2005,217900.0,83300.0,0.382285452,,15253.000000000002,0.05903097303190295,2278,95.6540825285338
Enfield,2010,208000.0,144060.0,0.692596154,Single Family,14560.000000000002,0.07365763322267196,2867,72.54970352284619
New Canaan,2006,1148190.0,844000.0,0.73506998,Single Family,80373.3,0.05905511833127767,2591,443.145503666538
Bridgeport,2019,155000.0,178710.0,1.153,Single Family,10850.000000000002,0.05048343240924326,1885,82.22811671087533
East Hampton,2012,280000.0,186800.0,0.667142857,Single Family,19600.000000000004,0.06104671904794118,2026,138.20335636722606
Orange,2003,343500.0,146900.0,0.427656477,,24045.000000000004,0.08973682689628006,1138,301.84534270650266
Trumbull,2010,322500.0,249500.0,0.773643411,Single Family,22575.000000000004,0.054755906369157205,2410,133.8174273858921
East Windsor,2006,75000.0,87060.0,1.1608,Single Family,5250.000000000001,0.07512184830714534,2032,36.90944881889764
Darien,2016,2150000.0,1264550.0,0.588162791,Single Family,150500.0,0.05825116043679934,1045,2057.4162679425835
Prospect,2001,19900.0,360.0,0.018090452,,1393.0000000000002,0.06020332613168513,2496,7.972756410256411
North Haven,2006,300000.0,146020.0,0.486733333,Single Family,21000.000000000004,0.07233533117305735,1925,155.84415584415584
Meriden,2019,85000.0,82110.0,0.966,Single Family,5950.000000000001,0.08445531671033238,1660,51.204819277108435
Willington,2006,97000.0,45150.0,0.465463918,Condo,6790.000000000001,0.06458371958171596,2459,39.44692964619764
Bridgeport,2022,335000.0,109950.0,0.3282,Residential,23450.000000000004,0.06810508208322029,2130,157.27699530516432
North Branford,2014,134000.0,185000.0,1.380597015,Single Family,9380.0,0.06608806772863868,1205,111.20331950207469
Stamford,2016,322000.0,210130.0,0.65257764,Single Family,22540.000000000004,0.0641438513222724,2383,135.1237935375577
Winchester,2011,160000.0,122150.0,0.7634375,,11200.000000000002,0.07831501572351965,1190,134.45378151260505
North Haven,2010,245000.0,183540.0,0.749142857,Single Family,17150.0,0.058566537973979566,1869,131.08614232209737
West Hartford,2020,368000.0,233660.0,0.6349,Residential,25760.000000000004,0.06944362860254216,2174,169.27322907083717
Vernon,2003,200000.0,96740.0,0.4837,,14000.000000000002,0.07051992780653617,1948,102.6694045174538
Avon,2006,363000.0,211190.0,0.581790634,Single Family,25410.000000000004,0.08182300669781145,1424,254.91573033707866
Fairfield,2011,715000.0,237160.0,0.331692308,Single Family,50050.00000000001,0.07461769969954826,1534,466.10169491525426
East Hartford,2012,185000.0,132200.0,0.714594595,Single Family,12950.000000000002,0.05975029969557015,852,217.1361502347418
Norwalk,2011,207000.0,210140.0,1.015169082,Condo,14490.000000000002,0.07121742494395362,1544,134.06735751295338
Danbury,2018,415000.0,273400.0,0.6587,Condo,29050.000000000004,0.07130291103758811,1417,292.87226534932955
West Hartford,2001,55000.0,19000.0,0.345454545,,3850.0000000000005,0.066976686159457,922,59.6529284164859
Hamden,2011,245000.0,179410.0,0.732285714,Single Family,17150.0,0.0818891282051968,1350,181.4814814814815
Seymour,2013,350000.0,264390.0,0.7554,Single Family,24500.000000000004,0.05735773099844179,2906,120.44046799724707
Shelton,2016,203000.0,207830.0,1.023793103,Single Family,14210.000000000002,0.09661112914437253,1291,157.24244771494966
East Haven,2004,153500.0,44660.0,0.290944625,,10745.000000000002,0.08415829453781784,1378,111.3933236574746
Meriden,2007,385485.0,50610.0,0.131289155,Single Family,26983.950000000004,0.0650358007951636,2613,147.52583237657865
Woodbury,2017,69000.0,113860.0,1.650144928,Condo,4830.000000000001,0.07730583195572795,1688,40.87677725118483
Old Lyme,2007,25000.0,510.0,0.0204,,1750.0000000000002,0.05545847198080158,2351,10.633772862611655
Orange,2019,213000.0,182400.0,0.8563,Single Family,14910.000000000002,0.07909504366782291,2370,89.87341772151899
Stafford,2019,187000.0,137130.0,0.7333,Single Family,13090.000000000002,0.058316836377076804,1829,102.24166211044286
New Haven,2004,0.0,70420.0,0.0,,0.0,0.06670690538721832,1589,0.0
East Hartford,2013,74000.0,122260.0,1.652162162,Single Family,5180.000000000001,0.07729237371407298,1747,42.35832856325129
Southington,2014,625000.0,198450.0,0.31752,,43750.00000000001,0.0965031682242636,2787,224.25547183351273
Waterford,2014,86000.0,81120.0,0.943255814,Single Family,6020.000000000001,0.08862970921515204,1961,43.855175930647626
Litchfield,2021,210000.0,131840.0,0.627809524,Residential,14700.000000000002,0.08897767016745978,1640,128.0487804878049
Norwalk,2016,390000.0,339340.0,0.870102564,Single Family,27300.000000000004,0.0775270160540984,999,390.3903903903904
Cheshire,2010,464000.0,270320.0,0.582586207,Single Family,32480.000000000004,0.0655618852684955,2572,180.40435458786936
Westport,2009,512000.0,563400.0,1.100390625,Single Family,35840.0,0.0694944389079378,1147,446.38186573670447
Seymour,2012,162500.0,136500.0,0.84,Single Family,11375.000000000002,0.06570324933775169,1019,159.4700686947988
New Britain,2016,85000.0,76650.0,0.901764706,,5950.000000000001,0.054626715105472026,2542,33.43823760818253
Simsbury,2021,875000.0,420000.0,0.48,Commercial,61250.00000000001,0.05898418455093628,9925,88.16120906801008
Westbrook,2007,108000.0,70190.0,0.649907407,Single Family,7560.000000000001,0.06242352059626691,2165,49.88452655889145
New Hartford,2021,422000.0,189070.0,0.448,Residential,29540.000000000004,0.07346764489706605,1277,330.46202036021924
Bridgeport,2006,360000.0,144340.0,0.400944444,Single Family,25200.000000000004,0.06928573755669741,2425,148.4536082474227
New Canaan,2011,985000.0,657580.0,0.667593909,Single Family,68950.0,0.07206093228883462,858,1148.018648018648
Avon,2011,155000.0,119810.0,0.772967742,,10850.000000000002,0.08563794053229298,2125,72.94117647058823
Ansonia,2006,215000.0,87600.0,0.40744186,Single Family,15050.000000000002,0.052349298282567236,2398,89.6580483736447
New Britain,2016,247000.0,113050.0,0.457692308,Three Family,17290.0,0.04776100221609266,2193,112.63109895120839
Meriden,2020,210000.0,83930.0,0.3996,Residential,14700.000000000002,0.07431250699230091,2156,97.40259740259741
Norwalk,2009,367500.0,305270.0,0.830666667,Condo,25725.000000000004,0.05277115779375365,948,387.65822784810126
Trumbull,2003,331000.0,148680.0,0.44918429,,23170.000000000004,0.07408254542284755,1130,292.92035398230087
Torrington,2011,175000.0,127540.0,0.7288,Single Family,12250.000000000002,0.09261909277709307,1863,93.9345142243693
New Britain,2018,163000.0,88060.0,0.5402,Single Family,11410.000000000002,0.070548311128244,2890,56.40138408304498
Westport,2001,760000.0,381300.0,0.501710526,,53200.00000000001,0.06772782315460954,1224,620.9150326797386
Monroe,2001,480000.0,240240.0,0.5005,,33600.0,0.04960272087078333,1427,336.37000700770847
Stratford,2010,470000.0,337190.0,0.717425532,Condo,32900.0,0.06509952455250442,1857,253.09639203015615
Beacon Falls,2018,110000.0,73960.0,0.6723,Condo,7700.000000000001,0.08383300628626611,2769,39.72553268327916
Norwalk,2010,650000.0,381220.0,0.586492308,Single Family,45500.00000000001,0.07781775203429556,2078,312.8007699711261
Wethersfield,2014,255000.0,184100.0,0.721960784,Single Family,17850.0,0.06665046470065214,2288,111.45104895104895
Stamford,2014,430000.0,237590.0,0.552534884,Two Family,30100.000000000004,0.08037440976708117,2136,201.31086142322098
Meriden,2010,248000.0,217410.0,0.876653226,Single Family,17360.0,0.08664544165985316,1745,142.12034383954153
Shelton,2014,100000.0,133420.0,1.3342,Single Family,7000.000000000001,0.07238129119392647,1999,50.02501250625313
Norwalk,2004,390000.0,203700.0,0.522307692,,27300.000000000004,0.07029850610597632,2053,189.96590355577203
Torrington,2002,6000.0,18000.0,3.0,,420.00000000000006,0.07844770756728968,2212,2.7124773960216997
Southington,2008,150000.0,67760.0,0.451733333,,10500.000000000002,0.0639177720283122,1348,111.27596439169139
Hartford,2005,38000.0,8610.0,0.226578947,,2660.0000000000005,0.045600963896735854,1148,33.10104529616725
Bridgeport,2013,52000.0,82180.0,1.580384615,Single Family,3640.0000000000005,0.05250765501750849,1974,26.34245187436677
Guilford,2009,545000.0,338930.0,0.621889908,Single Family,38150.0,0.0672336521897636,2804,194.36519258202568
Glastonbury,2003,901000.0,537500.0,0.596559378,,63070.00000000001,0.0616882183882254,1174,767.4616695059625
Bridgeport,2021,373000.0,173200.0,0.4643,Residential,26110.000000000004,0.04583304615619741,892,418.1614349775785
Torrington,2016,81000.0,82800.0,1.022222222,Single Family,5670.000000000001,0.059806309478741514,1588,51.00755667506297
Torrington,2018,250000.0,206180.0,0.8247,Single Family,17500.0,0.0789131735962109,1404,178.06267806267806
Stamford,2013,450000.0,441680.0,0.981511111,Single Family,31500.000000000004,0.06888676468148623,1690,266.2721893491124
New Britain,2001,30000.0,12600.0,0.42,,2100.0,0.05451901591094576,2977,10.077258985555929
Hartford,2001,18750.0,8120.0,0.433066667,,1312.5000000000002,0.07049345203612815,1019,18.400392541707557
Salisbury,2016,100000.0,17800.0,0.178,,7000.000000000001,0.06543866982754683,2203,45.392646391284615
East Haven,2014,357500.0,214150.0,0.599020979,Single Family,25025.000000000004,0.06890814340625095,1944,183.8991769547325
Hamden,2019,234000.0,149170.0,0.6375,Single Family,16380.000000000002,0.07047088323714337,1336,175.14970059880238
Trumbull,2003,820000.0,440660.0,0.537390244,,57400.00000000001,0.07394632493119614,899,912.1245828698554
Columbia,2008,92000.0,43800.0,0.476086957,,6440.000000000001,0.0676338319352587,2336,39.38356164383562
Hartford,2020,206000.0,52955.0,0.257,Residential,14420.000000000002,0.07201066990031392,993,207.45216515609266
New Haven,2022,475000.0,244510.0,0.5147,Residential,33250.0,0.07616489594181677,2934,161.89502385821405
North Haven,2019,290000.0,156930.0,0.5411,Single Family,20300.000000000004,0.06927925449219564,2629,110.3081019399011
Wethersfield,2022,337500.0,135990.0,0.4029,Residential,23625.000000000004,0.07023087338032674,2610,129.31034482758622
New Canaan,2012,2050000.0,1409380.0,0.687502439,Single Family,143500.0,0.07656164980476682,1559,1314.9454778704298
Putnam,2007,231000.0,113500.0,0.491341991,Single Family,16170.000000000002,0.058791804773721715,2187,105.6241426611797
New Haven,2004,130000.0,36610.0,0.281615385,,9100.0,0.056274674964971856,1936,67.14876033057851
Westbrook,2020,570000.0,496410.0,0.8708,Residential,39900.00000000001,0.06730075791192393,2240,254.46428571428572
Norwalk,2021,425000.0,223230.0,0.5252,Residential,29750.000000000004,0.07657358552985499,1340,317.1641791044776
Milford,2015,230000.0,197560.0,0.858956522,Single Family,16100.000000000002,0.08093375265239346,2073,110.95031355523396
Winchester,2018,38000.0,94080.0,2.475789474,Single Family,2660.0000000000005,0.06480395088610069,1626,23.370233702337025
East Haddam,2019,212700.0,125380.0,0.5895,Single Family,14889.000000000002,0.08298845364076776,2812,75.64011379800853
Newington,2012,124000.0,105050.0,0.847177419,Condo,8680.0,0.06865046359996728,1527,81.20497707924034
Danbury,2004,250000.0,124100.0,0.4964,,17500.0,0.07831647046102497,1634,152.99877600979192
Waterbury,2005,62500.0,20020.0,0.32032,,4375.0,0.06502033985203429,1350,46.2962962962963
West Haven,2004,179900.0,81270.0,0.451750973,,12593.000000000002,0.08033761026865602,1771,101.58102766798419
New Britain,2004,159750.0,5600.0,0.035054773,,11182.500000000002,0.09223746112079328,912,175.16447368421052
Hamden,2021,185000.0,91350.0,0.4937,Residential,12950.000000000002,0.0694526935684951,1402,131.9543509272468
Newtown,2018,292000.0,173610.0,0.5945,Condo,20440.000000000004,0.0631997970335031,1799,162.3123957754308
Glastonbury,2005,108935.0,83800.0,0.769266076,,7625.450000000001,0.07170808264381844,2618,41.61000763941941
